"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2019","943.50","939.25","943.50","933.88","-","0.45%"
"Dec 30, 2019","939.25","928.88","940.88","927.62","-","1.06%"
"Dec 29, 2019","929.38","929.50","929.50","929.38","-","-0.05%"
"Dec 27, 2019","929.88","937.50","941.38","928.88","-","-0.81%"
"Dec 26, 2019","937.50","937.88","939.88","936.88","-","0.05%"
"Dec 25, 2019","937.00","937.00","937.00","937.00","-","0.00%"
"Dec 24, 2019","937.00","933.00","937.62","929.12","-","0.43%"
"Dec 23, 2019","933.00","929.00","937.12","927.62","-","0.53%"
"Dec 20, 2019","928.12","925.00","929.88","924.12","-","0.34%"
"Dec 19, 2019","925.00","927.25","929.12","921.38","-","-0.24%"
"Dec 18, 2019","927.25","927.75","929.88","923.38","-","-0.05%"
"Dec 17, 2019","927.75","920.75","930.88","920.38","-","0.76%"
"Dec 16, 2019","920.75","912.88","922.62","912.88","-","1.50%"
"Dec 13, 2019","907.12","897.75","916.88","897.75","-","1.04%"
"Dec 12, 2019","897.75","892.25","901.62","888.38","-","0.60%"
"Dec 11, 2019","892.38","900.25","901.50","891.88","-","-0.87%"
"Dec 10, 2019","900.25","897.25","902.12","896.38","-","0.33%"
"Dec 09, 2019","897.25","891.62","903.38","889.88","-","1.31%"
"Dec 08, 2019","885.62","886.12","886.12","885.62","-","-0.39%"
"Dec 06, 2019","889.12","885.00","894.12","884.62","-","0.47%"
"Dec 05, 2019","885.00","878.25","888.62","877.62","-","0.77%"
"Dec 04, 2019","878.25","872.75","879.88","871.38","-","0.63%"
"Dec 03, 2019","872.75","872.50","875.62","868.38","-","0.03%"
"Dec 02, 2019","872.50","877.88","882.88","867.62","-","-0.47%"
"Dec 01, 2019","876.62","876.62","876.62","876.62","-","0.00%"
"Nov 29, 2019","876.62","884.62","884.62","876.12","-","-0.61%"
"Nov 27, 2019","882.00","884.50","887.38","881.38","-","-0.28%"
"Nov 26, 2019","884.50","892.25","894.88","882.88","-","-0.87%"
"Nov 25, 2019","892.25","898.12","902.62","892.12","-","-0.38%"
"Nov 24, 2019","895.62","895.75","895.75","895.62","-","-0.03%"
"Nov 22, 2019","895.88","900.62","903.38","895.62","-","-0.49%"
"Nov 21, 2019","900.25","904.50","909.12","900.25","-","-0.47%"
"Nov 20, 2019","904.50","911.50","915.88","904.38","-","-0.77%"
"Nov 19, 2019","911.50","910.25","917.12","910.12","-","0.14%"
"Nov 18, 2019","910.25","919.12","921.62","910.12","-","-0.86%"
"Nov 15, 2019","918.12","917.00","923.38","915.25","-","0.12%"
"Nov 14, 2019","917.00","915.25","917.38","910.88","-","0.19%"
"Nov 13, 2019","915.25","916.75","921.38","913.62","-","-0.16%"
"Nov 12, 2019","916.75","917.12","919.88","915.12","-","-0.05%"
"Nov 11, 2019","917.25","927.88","928.88","916.12","-","-1.40%"
"Nov 08, 2019","930.25","936.25","938.62","926.62","-","-0.64%"
"Nov 07, 2019","936.25","927.50","938.38","926.62","-","0.94%"
"Nov 06, 2019","927.50","934.25","935.75","927.12","-","-0.72%"
"Nov 05, 2019","934.25","938.00","940.88","932.12","-","-0.40%"
"Nov 04, 2019","938.00","935.12","942.12","932.62","-","0.16%"
"Nov 01, 2019","936.50","931.00","938.62","930.38","-","0.51%"
"Oct 31, 2019","931.75","930.62","935.38","925.12","-","0.08%"
"Oct 30, 2019","931.00","933.12","936.88","930.38","-","-0.16%"
"Oct 29, 2019","932.50","935.62","940.12","931.12","-","-0.43%"
"Oct 28, 2019","936.50","935.50","940.12","934.38","-","1.53%"
"Oct 25, 2019","922.38","933.62","937.38","919.62","-","-1.24%"
"Oct 24, 2019","934.00","933.75","938.88","932.88","-","-0.08%"
"Oct 23, 2019","934.75","933.88","938.62","927.88","-","0.08%"
"Oct 22, 2019","934.00","932.88","945.12","931.12","-","0.05%"
"Oct 21, 2019","933.50","931.62","939.88","930.38","-","0.05%"
"Oct 20, 2019","933.00","933.00","933.00","933.00","-","-0.09%"
