"ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID",
10299,13970,
10299,15293,
10299,15478,
10299,10299,
10299,12339,
10299,13342,
10299,13796,
10299,10170,
10299,10245,
10299,10245,
10299,10299,
10299,10299,
10299,10304,
10299,10551,
10299,10917,
10299,10917,
10299,11336,
10299,11336,
10299,11445,
10299,11445,
10299,11555,
10299,11630,
10299,11630,
10299,12184,
10299,12807,
10299,12819,
10299,13196,
10299,13970,
10299,14709,
10299,15478,
10299,15579,
10299,10299,
10299,10304,
10299,11630,
10299,12807,
10299,14895,
10299,15478,
10299,10170,
10299,10245,
10299,10551,
10299,10917,
10299,11336,
10299,11630,
10299,14738,
10299,16567,
10299,10170,
10299,10245,
10299,10299,
10299,10299,
10299,10313,
10299,10416,
10299,10917,
10299,10917,
10299,10926,
10299,11336,
10299,11445,
10299,11445,
10299,11630,
10299,12321,
10299,12523,
10299,12737,
10299,12755,
10299,12819,
10299,13629,
10299,14256,
10299,14738,
10299,14828,
10299,14919,
10299,15012,
10299,15171,
10299,15991,
10299,13487,
10299,14747,
10299,10299,
10299,11555,
10299,11630,
10299,12184,
10300,15153,
